Navn;Stasjon;Tid(norsk normaltid);Middeltemperatur (døgn);Maksimumstemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Oslo - Blindern;SN18700;16.09.1985;9,9;15,8;5,9;0;0
Oslo - Blindern;SN18700;17.09.1985;8,8;15,6;2,8;0;0
Oslo - Blindern;SN18700;18.09.1985;8,9;16,1;2,1;0;0
Oslo - Blindern;SN18700;19.09.1985;8,2;11,5;3,6;0,1;0
Oslo - Blindern;SN18700;20.09.1985;8,7;14,7;3,2;24,8;0
Oslo - Blindern;SN18700;21.09.1985;7,2;13,3;2,1;0,1;0
Oslo - Blindern;SN18700;22.09.1985;7,4;13,2;2,5;0;0
Oslo - Blindern;SN18700;23.09.1985;6,6;12,6;0,4;0;0
Oslo - Blindern;SN18700;24.09.1985;5,6;11,6;0,7;0;0
Oslo - Blindern;SN18700;25.09.1985;6;13;-0,5;0;0
Oslo - Blindern;SN18700;26.09.1985;5,6;10,9;-0,4;0;0
Oslo - Blindern;SN18700;27.09.1985;10;15,1;6,9;0,1;0
Oslo - Blindern;SN18700;28.09.1985;6,9;11,8;2,9;0;0
Oslo - Blindern;SN18700;29.09.1985;3,4;7,4;0;0;0
Oslo - Blindern;SN18700;30.09.1985;7,3;9,9;3,9;9,8;0
Oslo - Blindern;SN18700;01.10.1985;13,8;17,6;9;1,8;0
Oslo - Blindern;SN18700;02.10.1985;11,5;13,6;8,9;0;0
Oslo - Blindern;SN18700;03.10.1985;13;14,6;11,6;1,4;0
Oslo - Blindern;SN18700;04.10.1985;13,4;15,9;12,4;7,6;0
Oslo - Blindern;SN18700;05.10.1985;13,3;15,6;12,1;0;0
Oslo - Blindern;SN18700;06.10.1985;10;14,7;5,8;0;0
Oslo - Blindern;SN18700;07.10.1985;12,2;13,2;10,2;6,6;0
Oslo - Blindern;SN18700;08.10.1985;8,4;11,5;5,7;4,2;0
Oslo - Blindern;SN18700;09.10.1985;7,4;9,4;5,6;0,8;0
Oslo - Blindern;SN18700;10.10.1985;9,2;13,4;7,9;7,9;0
Oslo - Blindern;SN18700;11.10.1985;9,4;13,9;3,2;0,2;0
Oslo - Blindern;SN18700;12.10.1985;8,5;11,3;6,9;3,5;0
Oslo - Blindern;SN18700;13.10.1985;4,2;7,6;0,6;0;0
Oslo - Blindern;SN18700;14.10.1985;11,6;18,1;5,1;0,4;0
Oslo - Blindern;SN18700;15.10.1985;9;13,4;5,4;0;0
Oslo - Blindern;SN18700;16.10.1985;10,4;15,2;4,1;0;0
Oslo - Blindern;SN18700;17.10.1985;9;14,3;8,3;0;0
Oslo - Blindern;SN18700;18.10.1985;10;14,2;7,1;0,1;0
Oslo - Blindern;SN18700;19.10.1985;7,1;12,2;3,1;0;0
Oslo - Blindern;SN18700;20.10.1985;8,1;14,3;2,1;0;0
Oslo - Blindern;SN18700;21.10.1985;9,4;14,7;4,3;0;0
Oslo - Blindern;SN18700;22.10.1985;6,1;11,5;2,5;0;0
Oslo - Blindern;SN18700;23.10.1985;3,9;9,9;-0,3;0;0
Oslo - Blindern;SN18700;24.10.1985;1,3;4,4;0,3;0;0
Oslo - Blindern;SN18700;25.10.1985;3;8;-1,3;0;0
Oslo - Blindern;SN18700;26.10.1985;0,2;2,9;-1,1;0;0
Oslo - Blindern;SN18700;27.10.1985;0,4;4,3;-2,5;0;0
Oslo - Blindern;SN18700;28.10.1985;2,5;7,4;-0,1;0;0
Oslo - Blindern;SN18700;29.10.1985;0,6;3,6;-1,8;0;0
Oslo - Blindern;SN18700;30.10.1985;6;8,8;0,9;0;0
Oslo - Blindern;SN18700;31.10.1985;3,9;7,3;1;0;0
Oslo - Blindern;SN18700;01.11.1985;1,8;4,1;-2,7;0;0
Oslo - Blindern;SN18700;02.11.1985;2;3,7;-0,3;3,9;0
Oslo - Blindern;SN18700;03.11.1985;2,8;6,2;-0,5;0;0
Oslo - Blindern;SN18700;04.11.1985;2,3;6;-2,6;0;0
Oslo - Blindern;SN18700;05.11.1985;4,2;6,5;3,1;0;0
Oslo - Blindern;SN18700;06.11.1985;4,6;7,2;3,2;13,8;0
Oslo - Blindern;SN18700;07.11.1985;1,8;4,9;-0,6;0,5;0
Oslo - Blindern;SN18700;08.11.1985;-0,5;3,5;-3,4;0;0
Oslo - Blindern;SN18700;09.11.1985;4,6;7,1;-1,6;2;0
Oslo - Blindern;SN18700;10.11.1985;2,7;8,2;1,6;21,9;0
Oslo - Blindern;SN18700;11.11.1985;3,6;5,4;-3,4;0;0
Oslo - Blindern;SN18700;12.11.1985;4,3;6,2;2,4;0;0
Oslo - Blindern;SN18700;13.11.1985;0,5;2,6;-1,3;0;0
Oslo - Blindern;SN18700;14.11.1985;-2,8;-0,1;-5,1;0;0
Oslo - Blindern;SN18700;15.11.1985;-2;-0,8;-4,4;0;0
Oslo - Blindern;SN18700;16.11.1985;-1,8;-1,1;-2,8;0;0
Oslo - Blindern;SN18700;17.11.1985;-0,5;0,2;-1,8;0;0
Oslo - Blindern;SN18700;18.11.1985;-1,6;-0,2;-2,4;0;0
Oslo - Blindern;SN18700;19.11.1985;-3,4;-1,4;-4,7;0,2;0
Oslo - Blindern;SN18700;20.11.1985;-5,1;-3,4;-8,1;0;0
Oslo - Blindern;SN18700;21.11.1985;-1,2;3,1;-10,8;0;0
Oslo - Blindern;SN18700;22.11.1985;-1,1;2,2;-3,6;0;0
Oslo - Blindern;SN18700;23.11.1985;-7,3;-3,6;-9;0;0
Oslo - Blindern;SN18700;24.11.1985;-4,9;-2;-9;0;0
Oslo - Blindern;SN18700;25.11.1985;-1,5;1,6;-5,6;0;0
Oslo - Blindern;SN18700;26.11.1985;-6;-0,8;-6,6;0;0
Oslo - Blindern;SN18700;27.11.1985;-7,2;-6,4;-8,6;0,1;0
Oslo - Blindern;SN18700;28.11.1985;-6,1;-5,3;-7,3;1,9;3
Oslo - Blindern;SN18700;29.11.1985;-5,3;-3,8;-7,1;1,6;5
Oslo - Blindern;SN18700;30.11.1985;-10,2;-6,6;-11,7;0;5
Oslo - Blindern;SN18700;01.12.1985;-9,3;-8,2;-13,8;0;4
Oslo - Blindern;SN18700;02.12.1985;-5;-4,3;-8,4;9,4;11
Oslo - Blindern;SN18700;03.12.1985;-0,3;0,8;-4,6;5,4;12
Oslo - Blindern;SN18700;04.12.1985;-0,4;1,7;-1,7;10,7;9
Oslo - Blindern;SN18700;05.12.1985;-5,2;-1,5;-6,6;0;9
Oslo - Blindern;SN18700;06.12.1985;-3,8;-2,5;-5,1;1;9
Oslo - Blindern;SN18700;07.12.1985;-11;-5,1;-14,3;5,1;11
Oslo - Blindern;SN18700;08.12.1985;-14,3;-12,1;-16;0;11
Oslo - Blindern;SN18700;09.12.1985;-16,7;-14,1;-18,2;0;10
Oslo - Blindern;SN18700;10.12.1985;-12,7;-10;-14,6;0;10
Oslo - Blindern;SN18700;11.12.1985;-12,9;-11,5;-15,5;0;10
Oslo - Blindern;SN18700;12.12.1985;-1,1;3,3;-12,9;0,2;10
Oslo - Blindern;SN18700;13.12.1985;4,5;5,7;2,6;2,6;8
Oslo - Blindern;SN18700;14.12.1985;-0,7;6,7;-1,9;0;2
Oslo - Blindern;SN18700;15.12.1985;-2,4;-1,9;-4;0,2;2
Oslo - Blindern;SN18700;16.12.1985;-2,8;-1,8;-3,7;7,3;11
Oslo - Blindern;SN18700;17.12.1985;-7,4;-3,4;-11,1;7,4;14
Oslo - Blindern;SN18700;18.12.1985;-7,8;-7,2;-13,3;0,1;14
Oslo - Blindern;SN18700;19.12.1985;-6,5;-4,3;-8;4,3;18
Oslo - Blindern;SN18700;20.12.1985;-5,8;-4,5;-11,5;0;17
Oslo - Blindern;SN18700;21.12.1985;0,6;4,1;-5;3,6;20
Oslo - Blindern;SN18700;22.12.1985;2,3;4,6;0;0,1;15
Oslo - Blindern;SN18700;23.12.1985;0;0,7;-0,8;0;15
Oslo - Blindern;SN18700;24.12.1985;2,7;3,1;-0,7;1,2;12
Oslo - Blindern;SN18700;25.12.1985;-1;2,5;-4,5;15;13
Oslo - Blindern;SN18700;26.12.1985;-9,7;-4,5;-12,8;0;13
Oslo - Blindern;SN18700;27.12.1985;-11,3;-8,7;-14,3;0;12
Oslo - Blindern;SN18700;28.12.1985;-16,4;-14;-17,8;0;12
Oslo - Blindern;SN18700;29.12.1985;-17,2;-15,2;-18,7;0;12
Oslo - Blindern;SN18700;30.12.1985;-17,1;-15,6;-18,4;0;12
Oslo - Blindern;SN18700;31.12.1985;-17,5;-15,2;-19,7;0,3;12
Oslo - Blindern;SN18700;01.01.1986;-8,6;-7,7;-17,7;0;12
Oslo - Blindern;SN18700;02.01.1986;-6,5;-5,6;-8,3;3,3;13
Oslo - Blindern;SN18700;03.01.1986;-5,1;-4,6;-6;2,7;13
Oslo - Blindern;SN18700;04.01.1986;-7,3;-5,7;-7,8;1,3;13
Oslo - Blindern;SN18700;05.01.1986;-6,3;-5,8;-8,4;0,5;13
Oslo - Blindern;SN18700;06.01.1986;-5,8;-4,7;-7,1;0,7;13
Oslo - Blindern;SN18700;07.01.1986;-11,5;-6,6;-14;0;13
Oslo - Blindern;SN18700;08.01.1986;-13,5;-9,9;-16,5;0;13
Oslo - Blindern;SN18700;09.01.1986;-16,3;-12,9;-17,9;0;13
Oslo - Blindern;SN18700;10.01.1986;-16,5;-12,1;-21,4;0;12
Oslo - Blindern;SN18700;11.01.1986;-7,3;-6,9;-12,3;12,4;25
Oslo - Blindern;SN18700;12.01.1986;-4,1;-2,3;-7,2;6,7;31
Oslo - Blindern;SN18700;13.01.1986;-1,7;1,1;-4,4;4,2;33
Oslo - Blindern;SN18700;14.01.1986;-2,3;-1,3;-5,4;3;40
Oslo - Blindern;SN18700;15.01.1986;-3,2;-0,3;-6,8;1,9;37
Oslo - Blindern;SN18700;16.01.1986;-11,3;-6,1;-14;0;36
Oslo - Blindern;SN18700;17.01.1986;-10,5;-6,5;-14,3;0;34
Oslo - Blindern;SN18700;18.01.1986;-8,2;-5,8;-12,6;0,2;33
Oslo - Blindern;SN18700;19.01.1986;-10,9;-8,6;-14,2;5,6;37
Oslo - Blindern;SN18700;20.01.1986;-11,4;-9,2;-15,4;0;36
Oslo - Blindern;SN18700;21.01.1986;-4,6;-2,1;-10;4,6;39
Oslo - Blindern;SN18700;22.01.1986;-1,9;-0,3;-3,3;0,1;38
Oslo - Blindern;SN18700;23.01.1986;0,8;1,8;-3,2;6;40
Oslo - Blindern;SN18700;24.01.1986;-3,5;0,4;-6;8,1;45
Oslo - Blindern;SN18700;25.01.1986;-0,8;0,3;-4,5;0;44
Oslo - Blindern;SN18700;26.01.1986;-2,7;-0,9;-4,6;0;41
Oslo - Blindern;SN18700;27.01.1986;-9,7;-4,3;-12,2;0;41
Oslo - Blindern;SN18700;28.01.1986;-8,8;-6,7;-12,2;0;41
Oslo - Blindern;SN18700;29.01.1986;-3,5;-2,6;-7,2;2,8;42
Oslo - Blindern;SN18700;30.01.1986;-0,7;-0,1;-2,6;1,4;42
Oslo - Blindern;SN18700;31.01.1986;-3,4;-0,1;-4,8;0;42
